question_id,sample_id,attempt_index,is_correct,trace_length,success_signal,failure_signal,net_signal,top_success_motifs,top_failure_motifs,top_success_steps,top_failure_steps,critical_steps_for_observed_outcome,reasoning_trace
0,9,12,False,10,51.160236,6.252326,44.907910,"analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281) || compute|analyze|check-constraint (count=1, score=4.679, p_success=0.795, p_fail=0.205) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292)","check-constraint|compute|check-constraint|analyze (count=1, score=2.138, p_success=0.167, p_fail=0.833) || conclude|compute|analyze (count=1, score=1.943, p_success=0.333, p_fail=0.667) || check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || analyze|check-constraint|compute|check-constraint (count=1, score=0.891, p_success=0.375, p_fail=0.625)",compute (41.164) || analyze (32.905) || check-constraint (29.345) || instantiate (12.879) || conclude (7.264),check-constraint (8.619) || compute (6.252) || analyze (4.972) || conclude (1.943),check-constraint (8.619) || compute (6.252) || analyze (4.972) || conclude (1.943),instantiate|compute|conclude|compute|analyze|check-constraint|compute|check-constraint|analyze|instantiate
5,0,0,True,32,268.941067,0.000000,268.941067,"analyze|compute (count=4, score=22.398, p_success=0.747, p_fail=0.253) || check-constraint|compute (count=4, score=18.313, p_success=0.744, p_fail=0.256) || case-split|analyze (count=3, score=17.912, p_success=0.871, p_fail=0.129) || instantiate|check-constraint|compute (count=3, score=13.004, p_success=0.842, p_fail=0.158) || compute|instantiate|check-constraint|compute (count=3, score=12.972, p_success=1.000, p_fail=0.000)",,compute (237.982) || analyze (154.371) || check-constraint (122.722) || case-split (95.463) || instantiate (89.289),,compute (237.982) || analyze (154.371) || check-constraint (122.722) || case-split (95.463) || instantiate (89.289),instantiate|analyze|compute|substitute|apply-formula|compute|analyze|case-split|instantiate|compute|conclude|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|analyze|check-constraint|compute
5,1,1,True,18,128.731891,0.000000,128.731891,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || case-split|compute (count=2, score=8.163, p_success=0.800, p_fail=0.200) || compute|analyze|case-split (count=2, score=7.641, p_success=0.824, p_fail=0.176)",,compute (106.159) || analyze (97.458) || case-split (69.926) || instantiate (35.310) || substitute (9.197),,compute (106.159) || analyze (97.458) || case-split (69.926) || instantiate (35.310) || substitute (9.197),instantiate|compute|substitute|apply-formula|compute|analyze|instantiate|compute|analyze|case-split|compute|analyze|case-split|compute|case-split|analyze|conclude|compute
5,2,3,False,17,149.091607,0.000000,149.091607,"compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || case-split|analyze (count=2, score=11.941, p_success=0.871, p_fail=0.129) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067)",,compute (123.712) || analyze (119.512) || case-split (57.766) || instantiate (36.700) || substitute (34.628),,,instantiate|compute|substitute|compute|analyze|case-split|analyze|instantiate|compute|analyze|conclude|case-split|analyze|compute|analyze|case-split|compute
5,3,6,True,32,254.929030,0.000000,254.929030,"analyze|case-split (count=4, score=25.212, p_success=0.893, p_fail=0.107) || compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || case-split|compute (count=4, score=16.326, p_success=0.800, p_fail=0.200) || case-split|compute|analyze (count=3, score=12.972, p_success=1.000, p_fail=0.000) || analyze|case-split|compute (count=3, score=10.390, p_success=0.889, p_fail=0.111)",,compute (206.244) || analyze (155.153) || case-split (97.277) || check-constraint (90.058) || instantiate (49.708),,compute (206.244) || analyze (155.153) || case-split (97.277) || check-constraint (90.058) || instantiate (49.708),instantiate|compute|substitute|rewrite|compute|analyze|case-split|instantiate|analyze|case-split|compute|analyze|case-split|compute|analyze|check-constraint|compute|case-split|compute|analyze|check-constraint|compute|conclude|analyze|case-split|compute|check-constraint|instantiate|compute|check-constraint|analyze|compute
5,4,7,True,32,231.540751,0.464014,231.076737,"compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || case-split|compute (count=3, score=12.245, p_success=0.800, p_fail=0.200) || instantiate|check-constraint (count=3, score=11.778, p_success=0.740, p_fail=0.260) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253)","compute|instantiate|check-constraint|analyze (count=1, score=0.464, p_success=0.429, p_fail=0.571)",compute (171.558) || analyze (150.264) || instantiate (80.902) || case-split (80.540) || check-constraint (66.752),compute (0.464) || instantiate (0.464) || check-constraint (0.464) || analyze (0.464),compute (171.558) || analyze (150.264) || instantiate (80.902) || case-split (80.540) || check-constraint (66.752),instantiate|compute|check-constraint|substitute|apply-formula|compute|analyze|instantiate|count|case-split|compute|instantiate|check-constraint|compute|instantiate|check-constraint|compute|instantiate|check-constraint|analyze|compute|analyze|conclude|case-split|compute|analyze|case-split|analyze|compute|analyze|case-split|compute
5,5,12,True,31,305.854917,0.000000,305.854917,"analyze|compute (count=5, score=27.998, p_success=0.747, p_fail=0.253) || case-split|analyze (count=4, score=23.883, p_success=0.871, p_fail=0.129) || case-split|analyze|compute (count=4, score=14.634, p_success=0.846, p_fail=0.154) || check-constraint|compute (count=3, score=13.735, p_success=0.744, p_fail=0.256) || instantiate|check-constraint|compute (count=3, score=13.004, p_success=0.842, p_fail=0.158)",,compute (281.753) || analyze (198.066) || instantiate (116.344) || case-split (103.422) || check-constraint (97.092),,compute (281.753) || analyze (198.066) || instantiate (116.344) || case-split (103.422) || check-constraint (97.092),instantiate|compute|substitute|compute|analyze|case-split|analyze|compute|conclude|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|analyze|instantiate|analyze|compute
5,6,14,True,27,241.353752,0.000000,241.353752,"case-split|analyze (count=3, score=17.912, p_success=0.871, p_fail=0.129) || analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || check-constraint|compute (count=3, score=13.735, p_success=0.744, p_fail=0.256) || instantiate|check-constraint|compute (count=3, score=13.004, p_success=0.842, p_fail=0.158) || compute|instantiate|check-constraint|compute (count=3, score=12.972, p_success=1.000, p_fail=0.000)",,compute (224.781) || analyze (123.107) || instantiate (106.821) || check-constraint (104.368) || case-split (81.405),,compute (224.781) || analyze (123.107) || instantiate (106.821) || check-constraint (104.368) || case-split (81.405),instantiate|compute|substitute|rewrite|compute|check-constraint|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|case-split|analyze|compute|instantiate|check-constraint|compute|analyze|instantiate|compute
5,7,16,True,31,263.220584,1.392042,261.828542,"analyze|compute (count=7, score=39.197, p_success=0.747, p_fail=0.253) || case-split|analyze (count=4, score=23.883, p_success=0.871, p_fail=0.129) || compute|case-split|analyze (count=4, score=21.471, p_success=0.895, p_fail=0.105) || compute|case-split (count=4, score=19.091, p_success=0.806, p_fail=0.194) || compute|case-split|analyze|compute (count=3, score=15.906, p_success=1.000, p_fail=0.000)","compute|instantiate|check-constraint|analyze (count=3, score=1.392, p_success=0.429, p_fail=0.571)",analyze (216.007) || compute (208.483) || case-split (121.584) || check-constraint (59.946) || instantiate (59.112),compute (1.392) || instantiate (1.392) || check-constraint (1.392) || analyze (1.392),analyze (216.007) || compute (208.483) || case-split (121.584) || check-constraint (59.946) || instantiate (59.112),instantiate|compute|analyze|case-split|compute|case-split|analyze|compute|instantiate|check-constraint|analyze|compute|case-split|analyze|compute|instantiate|check-constraint|analyze|compute|case-split|analyze|compute|instantiate|check-constraint|analyze|compute|case-split|analyze|conclude|analyze|compute
5,8,18,True,14,124.952145,0.000000,124.952145,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || analyze|case-split (count=1, score=6.303, p_success=0.893, p_fail=0.107) || case-split|analyze (count=1, score=5.971, p_success=0.871, p_fail=0.129)",,compute (127.169) || analyze (87.826) || case-split (41.451) || instantiate (40.757) || substitute (38.414),,compute (127.169) || analyze (87.826) || case-split (41.451) || instantiate (40.757) || substitute (38.414),instantiate|compute|substitute|compute|analyze|instantiate|compute|case-split|analyze|compute|analyze|case-split|conclude|compute
5,9,19,True,24,205.306876,0.810979,204.495897,"compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || analyze|case-split (count=2, score=12.606, p_success=0.893, p_fail=0.107) || analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || check-constraint|compute (count=2, score=9.157, p_success=0.744, p_fail=0.256) || case-split|compute|analyze (count=2, score=8.648, p_success=1.000, p_fail=0.000)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571)",compute (189.176) || analyze (149.980) || case-split (84.800) || check-constraint (36.015) || substitute (34.628),compute (0.811) || analyze (0.811) || compare (0.811),compute (189.176) || analyze (149.980) || case-split (84.800) || check-constraint (36.015) || substitute (34.628),instantiate|compute|substitute|compute|analyze|case-split|compute|analyze|case-split|compute|analyze|check-constraint|compute|case-split|check-constraint|compute|conclude|case-split|analyze|compute|analyze|compare|analyze|compute
17,0,0,True,18,75.946451,0.515457,75.430995,"compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || compare|instantiate (count=2, score=5.952, p_success=0.765, p_fail=0.235) || compare|conclude (count=1, score=5.302, p_success=1.000, p_fail=0.000) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || instantiate|compute (count=1, score=4.738, p_success=0.719, p_fail=0.281)","compare|apply-formula|compute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compare (46.442) || compute (36.810) || instantiate (34.364) || analyze (19.753) || apply-formula (11.392),compare (0.515) || apply-formula (0.515) || compute (0.515),compare (46.442) || compute (36.810) || instantiate (34.364) || analyze (19.753) || apply-formula (11.392),compare|instantiate|compute|compare|apply-formula|analyze|substitute|instantiate|rewrite|compute|compare|instantiate|analyze|compare|conclude|compare|apply-formula|compute
17,1,1,False,20,83.175285,11.359892,71.815394,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || compute|compare (count=3, score=15.325, p_success=0.810, p_fail=0.190) || analyze|compute|compare (count=2, score=6.927, p_success=0.889, p_fail=0.111) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || instantiate|substitute (count=2, score=4.700, p_success=0.750, p_fail=0.250)","substitute|analyze|compute (count=2, score=5.339, p_success=0.231, p_fail=0.769) || substitute|analyze (count=2, score=4.990, p_success=0.278, p_fail=0.722) || apply-formula|analyze|compute|substitute (count=1, score=0.515, p_success=0.400, p_fail=0.600) || compare|apply-formula|compute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (65.514) || analyze (49.663) || compare (32.098) || instantiate (17.482) || apply-formula (14.854),substitute (10.844) || analyze (10.844) || compute (6.370) || apply-formula (1.031) || compare (0.515),substitute (10.844) || analyze (10.844) || compute (6.370) || apply-formula (1.031) || compare (0.515),compute|compare|compute|analyze|instantiate|substitute|analyze|compute|compare|apply-formula|analyze|compute|substitute|instantiate|substitute|analyze|compute|compare|apply-formula|compute
17,2,2,False,15,79.084307,1.383342,77.700965,"instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || rewrite|analyze|compute (count=1, score=4.854, p_success=0.828, p_fail=0.172)","rewrite|conclude (count=1, score=1.383, p_success=0.357, p_fail=0.643)",compute (61.708) || analyze (56.924) || instantiate (42.863) || rewrite (23.180) || check-constraint (6.936),rewrite (1.383) || conclude (1.383),rewrite (1.383) || conclude (1.383),compare|instantiate|check-constraint|compare|substitute|rewrite|conclude|instantiate|compute|rewrite|analyze|compute|analyze|instantiate|compute
17,3,3,False,24,124.257774,1.030913,123.226861,"instantiate|compute (count=4, score=18.950, p_success=0.719, p_fail=0.281) || analyze|instantiate (count=3, score=15.595, p_success=0.743, p_fail=0.257) || compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || analyze|instantiate|compute (count=2, score=7.581, p_success=0.709, p_fail=0.291) || substitute|compute (count=1, score=4.777, p_success=0.761, p_fail=0.239)","compare|analyze|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600) || compare|apply-formula|compute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (90.375) || instantiate (81.781) || analyze (49.623) || compare (34.783) || substitute (20.977),compare (1.031) || analyze (0.515) || instantiate (0.515) || apply-formula (0.515) || compute (0.515),compare (1.031) || analyze (0.515) || instantiate (0.515) || apply-formula (0.515) || compute (0.515),compare|analyze|instantiate|compare|instantiate|compute|compare|apply-formula|analyze|instantiate|compute|substitute|instantiate|compute|count|instantiate|substitute|compute|compare|apply-formula|compute|analyze|instantiate|compute
17,4,4,True,15,80.124360,0.000000,80.124360,"compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || instantiate|compute (count=2, score=9.475, p_success=0.719, p_fail=0.281) || instantiate|compute|compare (count=2, score=8.669, p_success=0.842, p_fail=0.158) || apply-formula|analyze (count=2, score=8.264, p_success=0.762, p_fail=0.238) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253)",,compute (64.181) || compare (37.005) || instantiate (31.249) || apply-formula (29.156) || analyze (26.869),,compute (64.181) || compare (37.005) || instantiate (31.249) || apply-formula (29.156) || analyze (26.869),compare|instantiate|compute|compare|apply-formula|analyze|substitute|apply-formula|instantiate|compute|compare|compute|apply-formula|analyze|compute
17,5,5,False,21,118.415527,2.305906,116.109621,"analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || compare|analyze|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600) || compare|apply-formula|compute (count=1, score=0.515, p_success=0.400, p_fail=0.600) || compute|instantiate|check-constraint|analyze (count=1, score=0.464, p_success=0.429, p_fail=0.571)",analyze (79.948) || compute (78.099) || instantiate (57.866) || compare (33.105) || rewrite (16.833),compare (1.842) || compute (1.790) || analyze (1.790) || instantiate (0.979) || apply-formula (0.515),compare (1.842) || compute (1.790) || analyze (1.790) || instantiate (0.979) || apply-formula (0.515),compute|analyze|compare|analyze|instantiate|compute|compare|apply-formula|analyze|compute|analyze|instantiate|rewrite|compute|instantiate|check-constraint|analyze|compare|apply-formula|compute|compare
17,6,6,True,24,130.746716,2.766684,127.980032,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || substitute|compute (count=2, score=9.554, p_success=0.761, p_fail=0.239) || substitute|compute|analyze (count=1, score=7.791, p_success=0.933, p_fail=0.067) || compute|rewrite (count=2, score=6.832, p_success=0.717, p_fail=0.283) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257)","apply-formula|substitute (count=1, score=1.383, p_success=0.357, p_fail=0.643) || rewrite|conclude (count=1, score=1.383, p_success=0.357, p_fail=0.643)",compute (102.486) || analyze (83.610) || instantiate (49.903) || rewrite (32.232) || substitute (23.237),apply-formula (1.383) || substitute (1.383) || rewrite (1.383) || conclude (1.383),compute (102.486) || analyze (83.610) || instantiate (49.903) || rewrite (32.232) || substitute (23.237),compare|instantiate|rewrite|analyze|compute|compare|apply-formula|substitute|compute|analyze|instantiate|compute|rewrite|substitute|compute|rewrite|conclude|instantiate|analyze|compare|compute|check-constraint|analyze|compute
17,7,7,True,16,98.216764,0.515457,97.701307,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || compute|compare (count=2, score=10.216, p_success=0.810, p_fail=0.190) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228) || substitute|compute (count=1, score=4.777, p_success=0.761, p_fail=0.239)","compare|apply-formula|compute (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (79.793) || compute (77.794) || instantiate (36.293) || compare (17.241) || apply-formula (14.854),compare (0.515) || apply-formula (0.515) || compute (0.515),analyze (79.793) || compute (77.794) || instantiate (36.293) || compare (17.241) || apply-formula (14.854),instantiate|substitute|compute|compare|apply-formula|analyze|compute|analyze|instantiate|analyze|compute|count|compute|compare|apply-formula|compute
17,8,8,True,23,111.780362,2.709778,109.070584,"apply-formula|analyze (count=2, score=8.264, p_success=0.762, p_fail=0.238) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=1, score=5.198, p_success=0.743, p_fail=0.257) || analyze|check-constraint (count=1, score=5.170, p_success=0.787, p_fail=0.213) || compute|compare (count=1, score=5.108, p_success=0.810, p_fail=0.190)","apply-formula|substitute (count=1, score=1.383, p_success=0.357, p_fail=0.643) || compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || compare|analyze|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (81.432) || compute (60.210) || apply-formula (32.546) || compare (30.844) || instantiate (30.244),apply-formula (1.383) || substitute (1.383) || analyze (1.326) || compare (1.326) || compute (0.811),analyze (81.432) || compute (60.210) || apply-formula (32.546) || compare (30.844) || instantiate (30.244),compute|analyze|compare|analyze|instantiate|analyze|compute|compare|apply-formula|substitute|compare|apply-formula|instantiate|compute|conclude|compare|apply-formula|analyze|check-constraint|compute|apply-formula|analyze|compare
17,9,9,True,19,102.803938,1.326436,101.477502,"analyze|compute (count=2, score=11.199, p_success=0.747, p_fail=0.253) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || compare|analyze (count=2, score=6.969, p_success=0.789, p_fail=0.211) || compare|analyze|compute (count=1, score=6.579, p_success=1.000, p_fail=0.000) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)","compute|analyze|compare (count=1, score=0.811, p_success=0.429, p_fail=0.571) || compare|analyze|instantiate (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (82.402) || compute (64.223) || instantiate (32.310) || compare (30.634) || apply-formula (19.622),analyze (1.326) || compare (1.326) || compute (0.811) || instantiate (0.515),analyze (82.402) || compute (64.223) || instantiate (32.310) || compare (30.634) || apply-formula (19.622),compare|analyze|compute|analyze|compare|instantiate|compare|analyze|instantiate|compute|count|analyze|compute|compare|apply-formula|analyze|instantiate|apply-formula|compute
18,0,4,True,32,190.781763,0.000000,190.781763,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || compute|analyze (count=3, score=13.845, p_success=0.708, p_fail=0.292) || count|analyze (count=2, score=9.598, p_success=0.787, p_fail=0.213) || analyze|count (count=3, score=8.253, p_success=0.697, p_fail=0.303) || check-constraint|analyze (count=2, score=6.932, p_success=0.705, p_fail=0.295)",,analyze (185.470) || compute (130.435) || count (66.964) || conclude (31.631) || check-constraint (28.136),,analyze (185.470) || compute (130.435) || count (66.964) || conclude (31.631) || check-constraint (28.136),count|analyze|instantiate|case-split|compute|count|compute|case-split|analyze|compare|compute|count|backtrack|compute|analyze|count|check-constraint|analyze|compute|analyze|conclude|analyze|compute|check-constraint|analyze|count|compute|analyze|count|analyze|compute|check-constraint
18,1,8,True,32,262.367392,0.000000,262.367392,"analyze|instantiate (count=5, score=25.992, p_success=0.743, p_fail=0.257) || compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || analyze|compute|analyze (count=3, score=15.548, p_success=0.772, p_fail=0.228) || instantiate|analyze (count=3, score=13.791, p_success=0.723, p_fail=0.277)",,analyze (294.790) || compute (164.729) || instantiate (142.902) || count (41.653) || conclude (25.563),,analyze (294.790) || compute (164.729) || instantiate (142.902) || count (41.653) || conclude (25.563),count|analyze|instantiate|count|analyze|compare|instantiate|analyze|compute|analyze|instantiate|analyze|compute|analyze|instantiate|compute|analyze|instantiate|analyze|compare|analyze|compute|analyze|conclude|analyze|instantiate|compute|count|compute|apply-formula|count|compute
18,2,18,True,32,220.793744,0.000000,220.793744,"compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || count|analyze (count=3, score=14.397, p_success=0.787, p_fail=0.213) || analyze|count (count=4, score=11.004, p_success=0.697, p_fail=0.303) || compute|analyze|count (count=4, score=10.980, p_success=0.737, p_fail=0.263)",,analyze (198.306) || compute (151.648) || count (88.563) || apply-formula (38.788) || instantiate (37.342),,analyze (198.306) || compute (151.648) || count (88.563) || apply-formula (38.788) || instantiate (37.342),count|analyze|instantiate|case-split|compute|analyze|count|compute|analyze|count|compute|case-split|analyze|instantiate|compute|analyze|count|compute|analyze|count|analyze|compute|conclude|count|analyze|compute|apply-formula|analyze|compute|apply-formula|analyze|check-constraint
18,3,19,True,45,316.850887,0.784412,316.066475,"analyze|compute (count=5, score=27.998, p_success=0.747, p_fail=0.253) || count|analyze (count=3, score=14.397, p_success=0.787, p_fail=0.213) || analyze|instantiate (count=2, score=10.397, p_success=0.743, p_fail=0.257) || analyze|check-constraint (count=2, score=10.341, p_success=0.787, p_fail=0.213) || compute|count (count=3, score=9.893, p_success=0.708, p_fail=0.292)","case-split|compare (count=1, score=0.515, p_success=0.400, p_fail=0.600) || analyze|compute|instantiate|compute (count=1, score=0.269, p_success=0.476, p_fail=0.524)",compute (227.365) || analyze (208.523) || check-constraint (81.597) || instantiate (80.251) || count (75.045),compute (0.538) || case-split (0.515) || compare (0.515) || analyze (0.269) || instantiate (0.269),compute (227.365) || analyze (208.523) || check-constraint (81.597) || instantiate (80.251) || count (75.045),count|analyze|instantiate|count|analyze|case-split|compare|instantiate|compute|count|compute|case-split|instantiate|analyze|compute|backtrack|compute|check-constraint|analyze|compute|case-split|analyze|compute|count|check-constraint|compute|analyze|check-constraint|conclude|analyze|instantiate|count|compute|count|analyze|compute|instantiate|compute|apply-formula|analyze|compute|apply-formula|analyze|check-constraint|compute
18,4,21,True,22,131.659514,0.000000,131.659514,"compute|apply-formula (count=2, score=8.264, p_success=0.762, p_fail=0.238) || apply-formula|analyze (count=2, score=8.264, p_success=0.762, p_fail=0.238) || compute|apply-formula|analyze (count=2, score=7.452, p_success=0.800, p_fail=0.200) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || count|analyze|instantiate (count=1, score=5.487, p_success=0.875, p_fail=0.125)",,analyze (97.706) || compute (82.457) || apply-formula (38.218) || instantiate (37.867) || count (25.430),,analyze (97.706) || compute (82.457) || apply-formula (38.218) || instantiate (37.867) || count (25.430),count|analyze|instantiate|analyze|compare|conclude|count|compute|instantiate|compute|backtrack|compute|analyze|count|compute|apply-formula|analyze|compute|apply-formula|analyze|check-constraint|compute
18,5,31,False,32,196.615331,7.614600,189.000731,"analyze|compute (count=4, score=22.398, p_success=0.747, p_fail=0.253) || compute|analyze (count=4, score=18.460, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=3, score=13.791, p_success=0.723, p_fail=0.277) || instantiate|analyze|compute (count=3, score=12.175, p_success=0.724, p_fail=0.276) || analyze|compute|analyze (count=2, score=10.365, p_success=0.772, p_fail=0.228)","check-constraint|compute|check-constraint|analyze (count=1, score=2.138, p_success=0.167, p_fail=0.833) || compute|analyze|compare (count=2, score=1.622, p_success=0.429, p_fail=0.571) || check-constraint|compute|check-constraint (count=1, score=1.281, p_success=0.375, p_fail=0.625) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || analyze|check-constraint|compute|check-constraint (count=1, score=0.891, p_success=0.375, p_fail=0.625)",analyze (201.538) || compute (126.148) || instantiate (68.234) || count (55.371) || check-constraint (21.182),check-constraint (8.619) || compute (6.447) || analyze (5.682) || backtrack (1.683) || compare (1.622),check-constraint (8.619) || compute (6.447) || analyze (5.682) || backtrack (1.683) || compare (1.622),count|analyze|instantiate|analyze|compute|count|instantiate|compute|analyze|count|compute|analyze|compare|instantiate|analyze|compute|count|analyze|compute|analyze|backtrack|instantiate|analyze|compute|analyze|compare|analyze|check-constraint|compute|check-constraint|analyze|conclude
18,6,32,False,28,102.245646,4.852086,97.393560,"analyze|compute (count=3, score=16.799, p_success=0.747, p_fail=0.253) || count|analyze (count=2, score=9.598, p_success=0.787, p_fail=0.213) || instantiate|analyze (count=2, score=9.194, p_success=0.723, p_fail=0.277) || count|compute (count=3, score=6.804, p_success=0.658, p_fail=0.342) || count|analyze|compute (count=2, score=6.003, p_success=0.739, p_fail=0.261)","compute|backtrack|instantiate (count=1, score=2.138, p_success=0.167, p_fail=0.833) || backtrack|instantiate (count=1, score=1.168, p_success=0.364, p_fail=0.636) || case-split|compare (count=2, score=1.031, p_success=0.400, p_fail=0.600) || instantiate|analyze|compute|check-constraint (count=1, score=0.515, p_success=0.400, p_fail=0.600)",compute (66.664) || analyze (60.353) || count (45.531) || instantiate (33.454) || case-split (8.352),instantiate (3.821) || backtrack (3.306) || compute (2.653) || case-split (1.031) || compare (1.031),instantiate (3.821) || backtrack (3.306) || compute (2.653) || case-split (1.031) || compare (1.031),count|instantiate|case-split|compare|count|compute|case-split|compare|instantiate|analyze|compute|check-constraint|count|analyze|compute|count|compute|backtrack|instantiate|count|analyze|compute|conclude|instantiate|analyze|count|compute|instantiate
46,0,0,True,13,74.053630,0.000000,74.053630,"compute|count (count=3, score=9.893, p_success=0.708, p_fail=0.292) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || rewrite|compute (count=1, score=5.140, p_success=0.804, p_fail=0.196) || compute|analyze (count=1, score=4.615, p_success=0.708, p_fail=0.292) || instantiate|analyze (count=1, score=4.597, p_success=0.723, p_fail=0.277)",,compute (63.959) || count (54.250) || analyze (43.055) || instantiate (18.249) || rewrite (11.040),,compute (63.959) || count (54.250) || analyze (43.055) || instantiate (18.249) || rewrite (11.040),compute|count|instantiate|analyze|compute|count|compute|analyze|count|compute|count|rewrite|compute
46,1,1,True,11,67.556422,0.515457,67.040966,"compute|analyze (count=2, score=9.230, p_success=0.708, p_fail=0.292) || analyze|compute (count=1, score=5.600, p_success=0.747, p_fail=0.253) || analyze|count (count=2, score=5.502, p_success=0.697, p_fail=0.303) || compute|analyze|count (count=2, score=5.490, p_success=0.737, p_fail=0.263) || analyze|compute|analyze (count=1, score=5.183, p_success=0.772, p_fail=0.228)","analyze|compute|analyze|count (count=1, score=0.515, p_success=0.400, p_fail=0.600)",analyze (65.987) || compute (51.014) || count (42.824) || rewrite (11.040),analyze (1.031) || compute (0.515) || count (0.515),analyze (65.987) || compute (51.014) || count (42.824) || rewrite (11.040),compute|analyze|count|analyze|compute|analyze|count|compute|count|rewrite|compute
